_id,_visible,_version,_changeset,_timestamp,_user,_uid,_lat,_lon,tag/0/_k,tag/0/_v,tag/1/_k,tag/1/_v,tag/2/_k,tag/2/_v,tag/3/_k,tag/3/_v,tag/4/_k,tag/4/_v,tag/5/_k,tag/5/_v,tag/6/_k,tag/6/_v,tag/7/_k,tag/7/_v,tag/8/_k,tag/8/_v,tag/9/_k,tag/9/_v
312725313,true,2,765749,2008-11-18T06:26:21Z,techstrom,39534,35.6269934,139.3381485,,,,,,,,,,,,,,,,,,,,
312725315,true,2,765749,2008-11-18T06:26:17Z,techstrom,39534,35.6279863,139.3370282,,,,,,,,,,,,,,,,,,,,
312725317,true,2,19577855,2013-12-22T08:50:12Z,InagakiM,133763,35.6278014,139.3369330,,,,,,,,,,,,,,,,,,,,
312725325,true,2,19577855,2013-12-22T08:50:11Z,InagakiM,133763,35.6276272,139.3369014,,,,,,,,,,,,,,,,,,,,
312725326,true,2,19577855,2013-12-22T08:50:11Z,InagakiM,133763,35.6266945,139.3372061,,,,,,,,,,,,,,,,,,,,
312725327,true,2,19577855,2013-12-22T08:50:11Z,InagakiM,133763,35.6243826,139.3392156,,,,,,,,,,,,,,,,,,,,
312725328,true,2,19577855,2013-12-22T08:50:11Z,InagakiM,133763,35.6230856,139.3403089,,,,,,,,,,,,,,,,,,,,
312725332,true,1,762001,2008-11-17T11:10:28Z,techstrom,39534,35.6223426,139.3409036,,,,,,,,,,,,,,,,,,,,
312926983,true,1,765749,2008-11-18T06:23:26Z,techstrom,39534,35.6269857,139.3384477,,,,,,,,,,,,,,,,,,,,
312926984,true,1,765749,2008-11-18T06:23:27Z,techstrom,39534,35.6275468,139.3378153,,,,,,,,,,,,,,,,,,,,
312926985,true,1,765749,2008-11-18T06:23:28Z,techstrom,39534,35.6276063,139.3378030,,,,,,,,,,,,,,,,,,,,
312926986,true,1,765749,2008-11-18T06:23:29Z,techstrom,39534,35.6277054,139.3378407,,,,,,,,,,,,,,,,,,,,
312926987,true,1,765749,2008-11-18T06:23:31Z,techstrom,39534,35.6276734,139.3378358,,,,,,,,,,,,,,,,,,,,
312926988,true,1,765749,2008-11-18T06:23:32Z,techstrom,39534,35.6280376,139.3374679,,,,,,,,,,,,,,,,,,,,
312926989,true,1,765749,2008-11-18T06:23:33Z,techstrom,39534,35.6280376,139.3374233,,,,,,,,,,,,,,,,,,,,
312926994,true,1,765749,2008-11-18T06:23:34Z,techstrom,39534,35.6280611,139.3375370,,,,,,,,,,,,,,,,,,,,
312926995,true,1,765749,2008-11-18T06:23:36Z,techstrom,39534,35.6280738,139.3374939,,,,,,,,,,,,,,,,,,,,
312926997,true,1,765749,2008-11-18T06:23:37Z,techstrom,39534,35.6280092,139.3372636,,,,,,,,,,,,,,,,,,,,
312926998,true,1,765749,2008-11-18T06:23:38Z,techstrom,39534,35.6280140,139.3372235,,,,,,,,,,,,,,,,,,,,
312926999,true,1,765749,2008-11-18T06:23:39Z,techstrom,39534,35.6280291,139.3371878,,,,,,,,,,,,,,,,,,,,
312927001,true,1,765749,2008-11-18T06:23:40Z,techstrom,39534,35.6280507,139.3372302,,,,,,,,,,,,,,,,,,,,
312927002,true,1,765749,2008-11-18T06:23:41Z,techstrom,39534,35.6280309,139.3372687,,,,,,,,,,,,,,,,,,,,
312927003,true,1,765749,2008-11-18T06:23:43Z,techstrom,39534,35.6283743,139.3371865,,,,,,,,,,,,,,,,,,,,
312927004,true,1,765749,2008-11-18T06:23:44Z,techstrom,39534,35.6284703,139.3371827,,,,,,,,,,,,,,,,,,,,
312927005,true,1,765749,2008-11-18T06:23:45Z,techstrom,39534,35.6278127,139.3378160,,,,,,,,,,,,,,,,,,,,
312927006,true,1,765749,2008-11-18T06:23:46Z,techstrom,39534,35.6278511,139.3378651,,,,,,,,,,,,,,,,,,,,
312927007,true,1,765749,2008-11-18T06:23:47Z,techstrom,39534,35.6278812,139.3378910,,,,,,,,,,,,,,,,,,,,
312927008,true,1,765749,2008-11-18T06:23:48Z,techstrom,39534,35.6279159,139.3379123,,,,,,,,,,,,,,,,,,,,
312927009,true,1,765749,2008-11-18T06:23:49Z,techstrom,39534,35.6279520,139.3379234,,,,,,,,,,,,,,,,,,,,
312927010,true,1,765749,2008-11-18T06:23:50Z,techstrom,39534,35.6279844,139.3379243,,,,,,,,,,,,,,,,,,,,
312927011,true,1,765749,2008-11-18T06:23:52Z,techstrom,39534,35.6280145,139.3379188,,,,,,,,,,,,,,,,,,,,
312927012,true,1,765749,2008-11-18T06:23:53Z,techstrom,39534,35.6280604,139.3378984,,,,,,,,,,,,,,,,,,,,
312927013,true,1,765749,2008-11-18T06:23:54Z,techstrom,39534,35.6281244,139.3378678,,,,,,,,,,,,,,,,,,,,
312927014,true,1,765749,2008-11-18T06:23:55Z,techstrom,39534,35.6281560,139.3378623,,,,,,,,,,,,,,,,,,,,
312927015,true,1,765749,2008-11-18T06:23:57Z,techstrom,39534,35.6282253,139.3378651,,,,,,,,,,,,,,,,,,,,
312927016,true,1,765749,2008-11-18T06:23:58Z,techstrom,39534,35.6282675,139.3378743,,,,,,,,,,,,,,,,,,,,
312927018,true,1,765749,2008-11-18T06:23:59Z,techstrom,39534,35.6283239,139.3378919,,,,,,,,,,,,,,,,,,,,
312927019,true,1,765749,2008-11-18T06:24:00Z,techstrom,39534,35.6283556,139.3379114,,,,,,,,,,,,,,,,,,,,
312927020,true,1,765749,2008-11-18T06:24:01Z,techstrom,39534,35.6283872,139.3379456,,,,,,,,,,,,,,,,,,,,
312927022,true,1,765749,2008-11-18T06:24:03Z,techstrom,39534,35.6284150,139.3380003,,,,,,,,,,,,,,,,,,,,
312927023,true,1,765749,2008-11-18T06:24:04Z,techstrom,39534,35.6285273,139.3372054,,,,,,,,,,,,,,,,,,,,
312927024,true,1,765749,2008-11-18T06:24:05Z,techstrom,39534,35.6284057,139.3376608,,,,,,,,,,,,,,,,,,,,
312927025,true,1,765749,2008-11-18T06:24:06Z,techstrom,39534,35.6282621,139.3377288,,,,,,,,,,,,,,,,,,,,
312927026,true,1,765749,2008-11-18T06:24:07Z,techstrom,39534,35.6283726,139.3378001,,,,,,,,,,,,,,,,,,,,
312927027,true,1,765749,2008-11-18T06:24:08Z,techstrom,39534,35.6285149,139.3377679,,,,,,,,,,,,,,,,,,,,
312927028,true,1,765749,2008-11-18T06:24:09Z,techstrom,39534,35.6284955,139.3378069,,,,,,,,,,,,,,,,,,,,
312927029,true,1,765749,2008-11-18T06:24:11Z,techstrom,39534,35.6284002,139.3378494,,,,,,,,,,,,,,,,,,,,
312927030,true,1,765749,2008-11-18T06:24:12Z,techstrom,39534,35.6285352,139.3379417,,,,,,,,,,,,,,,,,,,,
312927031,true,1,765749,2008-11-18T06:24:13Z,techstrom,39534,35.6284399,139.3379842,,,,,,,,,,,,,,,,,,,,
312927032,true,2,6954669,2011-01-13T07:53:35Z,techstrom,39534,35.6289933,139.3390325,,,,,,,,,,,,,,,,,,,,
312927047,true,2,6954669,2011-01-13T07:53:37Z,techstrom,39534,35.6290613,139.3392454,,,,,,,,,,,,,,,,,,,,
312927048,true,1,765749,2008-11-18T06:24:19Z,techstrom,39534,35.6290002,139.3387111,,,,,,,,,,,,,,,,,,,,
312927051,true,2,6954669,2011-01-13T07:53:35Z,techstrom,39534,35.6286290,139.3389731,,,,,,,,,,,,,,,,,,,,
312927052,true,1,765749,2008-11-18T06:24:21Z,techstrom,39534,35.6280210,139.3380339,,,,,,,,,,,,,,,,,,,,
312927053,true,1,765749,2008-11-18T06:24:25Z,techstrom,39534,35.6289333,139.3380040,,,,,,,,,,,,,,,,,,,,
312927054,true,1,765749,2008-11-18T06:24:26Z,techstrom,39534,35.6280350,139.3386792,,,,,,,,,,,,,,,,,,,,
312927055,true,1,765749,2008-11-18T06:24:27Z,techstrom,39534,35.6289473,139.3386492,,,,,,,,,,,,,,,,,,,,
312927056,true,1,765749,2008-11-18T06:24:29Z,techstrom,39534,35.6277191,139.3377264,,,,,,,,,,,,,,,,,,,,
312927057,true,1,765749,2008-11-18T06:24:30Z,techstrom,39534,35.6279391,139.3374773,,,,,,,,,,,,,,,,,,,,
312927058,true,1,765749,2008-11-18T06:24:31Z,techstrom,39534,35.6279503,139.3374439,,,,,,,,,,,,,,,,,,,,
312927059,true,1,765749,2008-11-18T06:24:32Z,techstrom,39534,35.6279463,139.3374057,,,,,,,,,,,,,,,,,,,,
312927060,true,1,765749,2008-11-18T06:24:33Z,techstrom,39534,35.6279376,139.3373762,,,,,,,,,,,,,,,,,,,,
312927061,true,1,765749,2008-11-18T06:24:34Z,techstrom,39534,35.6279184,139.3373615,,,,,,,,,,,,,,,,,,,,
312927062,true,1,765749,2008-11-18T06:24:35Z,techstrom,39534,35.6278985,139.3373557,,,,,,,,,,,,,,,,,,,,
312927063,true,1,765749,2008-11-18T06:24:37Z,techstrom,39534,35.6278690,139.3373645,,,,,,,,,,,,,,,,,,,,
312927071,true,1,765749,2008-11-18T06:24:38Z,techstrom,39534,35.6276283,139.3376342,,,,,,,,,,,,,,,,,,,,
312927072,true,1,765749,2008-11-18T06:24:39Z,techstrom,39534,35.6276187,139.3376538,,,,,,,,,,,,,,,,,,,,
312927073,true,1,765749,2008-11-18T06:24:40Z,techstrom,39534,35.6276179,139.3376734,,,,,,,,,,,,,,,,,,,,
312927078,true,1,765749,2008-11-18T06:24:41Z,techstrom,39534,35.6276227,139.3376950,,,,,,,,,,,,,,,,,,,,
312927079,true,1,765749,2008-11-18T06:24:42Z,techstrom,39534,35.6276346,139.3377117,,,,,,,,,,,,,,,,,,,,
312927081,true,1,765749,2008-11-18T06:24:44Z,techstrom,39534,35.6276482,139.3377234,,,,,,,,,,,,,,,,,,,,
312927085,true,1,765749,2008-11-18T06:24:45Z,techstrom,39534,35.6276729,139.3377313,,,,,,,,,,,,,,,,,,,,
312927086,true,1,765749,2008-11-18T06:24:46Z,techstrom,39534,35.6276920,139.3377342,,,,,,,,,,,,,,,,,,,,
312927087,true,1,765749,2008-11-18T06:24:47Z,techstrom,39534,35.6277072,139.3377332,,,,,,,,,,,,,,,,,,,,
312927088,true,1,765749,2008-11-18T06:24:48Z,techstrom,39534,35.6279694,139.3375106,,,,,,,,,,,,,,,,,,,,
312927089,true,1,765749,2008-11-18T06:24:49Z,techstrom,39534,35.6276338,139.3377754,,,,,,,,,,,,,,,,,,,,
312927090,true,1,765749,2008-11-18T06:24:51Z,techstrom,39534,35.6278955,139.3372334,,,,,,,,,,,,,,,,,,,,
312927091,true,1,765749,2008-11-18T06:24:52Z,techstrom,39534,35.6274908,139.3376520,,,,,,,,,,,,,,,,,,,,
312927092,true,1,765749,2008-11-18T06:24:54Z,techstrom,39534,35.6276765,139.3374064,,,,,,,,,,,,,,,,,,,,
312927093,true,1,765749,2008-11-18T06:24:55Z,techstrom,39534,35.6275627,139.3372589,,,,,,,,,,,,,,,,,,,,
312927094,true,1,765749,2008-11-18T06:24:56Z,techstrom,39534,35.6280137,139.3370229,,,,,,,,,,,,,,,,,,,,
312927101,true,1,765749,2008-11-18T06:24:57Z,techstrom,39534,35.6263370,139.3388971,,,,,,,,,,,,,,,,,,,,
312927102,true,1,765749,2008-11-18T06:24:58Z,techstrom,39534,35.6264511,139.3387674,,,,,,,,,,,,,,,,,,,,
312927104,true,1,765749,2008-11-18T06:24:59Z,techstrom,39534,35.6264650,139.3390261,,,,,,,,,,,,,,,,,,,,
312927105,true,2,13077605,2012-09-12T02:47:00Z,techstrom,39534,35.6265342,139.3392366,,,,,,,,,,,,,,,,,,,,
312927106,true,3,48147209,2017-04-26T02:47:52Z,puru55,4647082,35.6264875,139.3392758,entrance,main,name,本部棟入口,,,,,,,,,,,,,,,,
312927107,true,1,765749,2008-11-18T06:25:03Z,techstrom,39534,35.6280729,139.3375461,,,,,,,,,,,,,,,,,,,,
312927109,true,1,765749,2008-11-18T06:25:05Z,techstrom,39534,35.6280814,139.3375269,,,,,,,,,,,,,,,,,,,,
312927111,true,1,765749,2008-11-18T06:25:06Z,techstrom,39534,35.6280853,139.3374935,,,,,,,,,,,,,,,,,,,,
312927112,true,1,765749,2008-11-18T06:25:07Z,techstrom,39534,35.6280429,139.3373055,,,,,,,,,,,,,,,,,,,,
312927113,true,1,765749,2008-11-18T06:25:08Z,techstrom,39534,35.6280429,139.3372721,,,,,,,,,,,,,,,,,,,,
312927114,true,1,765749,2008-11-18T06:25:09Z,techstrom,39534,35.6280567,139.3372389,,,,,,,,,,,,,,,,,,,,
312927115,true,1,765749,2008-11-18T06:25:11Z,techstrom,39534,35.6281629,139.3371150,,,,,,,,,,,,,,,,,,,,
312927116,true,1,765749,2008-11-18T06:25:12Z,techstrom,39534,35.6283785,139.3371991,,,,,,,,,,,,,,,,,,,,
312927117,true,1,765749,2008-11-18T06:25:13Z,techstrom,39534,35.6284698,139.3371920,,,,,,,,,,,,,,,,,,,,
312927118,true,1,765749,2008-11-18T06:25:14Z,techstrom,39534,35.6285195,139.3372108,,,,,,,,,,,,,,,,,,,,
312927119,true,1,765749,2008-11-18T06:25:15Z,techstrom,39534,35.6284009,139.3376561,,,,,,,,,,,,,,,,,,,,
312927121,true,1,765749,2008-11-18T06:25:16Z,techstrom,39534,35.6282532,139.3377273,,,,,,,,,,,,,,,,,,,,
312927122,true,1,765749,2008-11-18T06:25:17Z,techstrom,39534,35.6283753,139.3378068,,,,,,,,,,,,,,,,,,,,
312927123,true,1,765749,2008-11-18T06:25:19Z,techstrom,39534,35.6285153,139.3377731,,,,,,,,,,,,,,,,,,,,
312927124,true,1,765749,2008-11-18T06:25:20Z,techstrom,39534,35.6290059,139.3378809,,,,,,,,,,,,,,,,,,,,
313138702,true,1,769362,2008-11-19T10:56:44Z,techstrom,39534,35.6290463,139.3378736,,,,,,,,,,,,,,,,,,,,
313138703,true,2,781764,2008-11-22T16:58:16Z,techstrom,39534,35.6291475,139.3374607,,,,,,,,,,,,,,,,,,,,
313640849,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6268510,139.3418397,,,,,,,,,,,,,,,,,,,,
313640852,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6275243,139.3418386,,,,,,,,,,,,,,,,,,,,
313640857,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6268508,139.3410116,,,,,,,,,,,,,,,,,,,,
313640862,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6275239,139.3410105,,,,,,,,,,,,,,,,,,,,
313640867,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6276633,139.3414242,,,,,,,,,,,,,,,,,,,,
313640872,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6271877,139.3420110,,,,,,,,,,,,,,,,,,,,
313640876,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267115,139.3414261,,,,,,,,,,,,,,,,,,,,
313640885,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6276274,139.3412002,,,,,,,,,,,,,,,,,,,,
313640890,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6273707,139.3419662,,,,,,,,,,,,,,,,,,,,
313640894,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6276280,139.3416486,,,,,,,,,,,,,,,,,,,,
313640899,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267479,139.3416503,,,,,,,,,,,,,,,,,,,,
313640903,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270060,139.3419666,,,,,,,,,,,,,,,,,,,,
313640908,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270049,139.3408845,,,,,,,,,,,,,,,,,,,,
313640913,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267472,139.3412019,,,,,,,,,,,,,,,,,,,,
313640918,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6273692,139.3408839,,,,,,,,,,,,,,,,,,,,
313640923,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6276548,139.3415388,,,,,,,,,,,,,,,,,,,,
313640930,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6276545,139.3413100,,,,,,,,,,,,,,,,,,,,
313640935,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6274528,139.3419122,,,,,,,,,,,,,,,,,,,,
313640938,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6275839,139.3417500,,,,,,,,,,,,,,,,,,,,
313640943,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270945,139.3420030,,,,,,,,,,,,,,,,,,,,
313640948,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6272818,139.3420030,,,,,,,,,,,,,,,,,,,,
313640953,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267913,139.3417517,,,,,,,,,,,,,,,,,,,,
313640958,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6269222,139.3419146,,,,,,,,,,,,,,,,,,,,
313640961,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267218,139.3413120,,,,,,,,,,,,,,,,,,,,
313640966,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267210,139.3415402,,,,,,,,,,,,,,,,,,,,
313640971,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6269243,139.3409414,,,,,,,,,,,,,,,,,,,,
313640976,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267929,139.3411018,,,,,,,,,,,,,,,,,,,,
313640981,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6272797,139.3408534,,,,,,,,,,,,,,,,,,,,
313640986,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270944,139.3408542,,,,,,,,,,,,,,,,,,,,
313640991,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6275825,139.3411000,,,,,,,,,,,,,,,,,,,,
313640994,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6274508,139.3409398,,,,,,,,,,,,,,,,,,,,
313640999,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6272768,139.3419721,,,,,,,,,,,,,,,,,,,,
313641004,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6271877,139.3419832,,,,,,,,,,,,,,,,,,,,
313641009,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6274402,139.3418891,,,,,,,,,,,,,,,,,,,,
313641014,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6273620,139.3419403,,,,,,,,,,,,,,,,,,,,
313641019,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6269361,139.3418890,,,,,,,,,,,,,,,,,,,,
313641023,true,4,60724660,2018-07-15T04:46:08Z,techstrom,39534,35.6268860,139.3417939,,,,,,,,,,,,,,,,,,,,
313641027,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270994,139.3419730,,,,,,,,,,,,,,,,,,,,
313641032,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6270145,139.3419413,,,,,,,,,,,,,,,,,,,,
313641037,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267427,139.3415348,,,,,,,,,,,,,,,,,,,,
313641042,true,3,60674512,2018-07-13T06:47:31Z,techstrom,39534,35.6267339,139.3414260,,,,,,,,,,,,,,,,,,,,
313641047,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6268108,139.3417356,,,,,,,,,,,,,,,,,,,,
313641052,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267688,139.3416396,,,,,,,,,,,,,,,,,,,,
313641055,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6268099,139.3411158,,,,,,,,,,,,,,,,,,,,
313641060,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6268666,139.3410310,,,,,,,,,,,,,,,,,,,,
313641065,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267425,139.3413170,,,,,,,,,,,,,,,,,,,,
313641070,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267682,139.3412125,,,,,,,,,,,,,,,,,,,,
313641077,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6271874,139.3408665,,,,,,,,,,,,,,,,,,,,
313641082,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6270982,139.3408777,,,,,,,,,,,,,,,,,,,,
313641085,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6270135,139.3409099,,,,,,,,,,,,,,,,,,,,
313641090,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6269349,139.3409608,,,,,,,,,,,,,,,,,,,,
313641095,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275078,139.3410304,,,,,,,,,,,,,,,,,,,,
313641100,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6274395,139.3409605,,,,,,,,,,,,,,,,,,,,
313641105,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273607,139.3409092,,,,,,,,,,,,,,,,,,,,
313641108,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6272758,139.3408778,,,,,,,,,,,,,,,,,,,,
313641113,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276413,139.3414242,,,,,,,,,,,,,,,,,,,,
313641118,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276321,139.3413155,,,,,,,,,,,,,,,,,,,,
313641123,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276064,139.3412109,,,,,,,,,,,,,,,,,,,,
313641127,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275647,139.3411146,,,,,,,,,,,,,,,,,,,,
313641131,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275087,139.3418194,,,,,,,,,,,,,,,,,,,,
313641136,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275647,139.3417342,,,,,,,,,,,,,,,,,,,,
313641141,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276070,139.3416380,,,,,,,,,,,,,,,,,,,,
313641146,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276329,139.3415334,,,,,,,,,,,,,,,,,,,,
313641151,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275860,139.3416273,,,,,,,,,,,,,,,,,,,,
313641156,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275464,139.3417193,,,,,,,,,,,,,,,,,,,,
313641159,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6274275,139.3418657,,,,,,,,,,,,,,,,,,,,
313641164,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273533,139.3419147,,,,,,,,,,,,,,,,,,,,
313641169,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275457,139.3411303,,,,,,,,,,,,,,,,,,,,
313641174,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6275860,139.3412214,,,,,,,,,,,,,,,,,,,,
313641177,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276100,139.3413209,,,,,,,,,,,,,,,,,,,,
313641182,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6276105,139.3415280,,,,,,,,,,,,,,,,,,,,
313641187,true,4,60724660,2018-07-15T04:46:08Z,techstrom,39534,35.6268323,139.3417288,,,,,,,,,,,,,,,,,,,,
313641192,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267897,139.3416289,,,,,,,,,,,,,,,,,,,,
313641197,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267643,139.3415295,,,,,,,,,,,,,,,,,,,,
313641200,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267642,139.3413223,,,,,,,,,,,,,,,,,,,,
313641205,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6272724,139.3419453,,,,,,,,,,,,,,,,,,,,
313641210,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6271039,139.3419451,,,,,,,,,,,,,,,,,,,,
313641215,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6270231,139.3419154,,,,,,,,,,,,,,,,,,,,
313641219,true,4,60724660,2018-07-15T04:46:08Z,techstrom,39534,35.6269422,139.3418620,,,,,,,,,,,,,,,,,,,,
313641224,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6272714,139.3409050,,,,,,,,,,,,,,,,,,,,
313641228,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6271027,139.3409050,,,,,,,,,,,,,,,,,,,,
313641233,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6274269,139.3409837,,,,,,,,,,,,,,,,,,,,
313641238,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273520,139.3409352,,,,,,,,,,,,,,,,,,,,
313641242,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6268287,139.3411312,,,,,,,,,,,,,,,,,,,,
313641247,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6267890,139.3412231,,,,,,,,,,,,,,,,,,,,
313641251,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6270221,139.3409353,,,,,,,,,,,,,,,,,,,,
313641256,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6269475,139.3409841,,,,,,,,,,,,,,,,,,,,
313641261,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6271876,139.3415902,,,,,,,,,,,,,,,,,,,,
313641265,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6272393,139.3415781,,,,,,,,,,,,,,,,,,,,
313641269,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6270923,139.3415423,,,,,,,,,,,,,,,,,,,,
313641274,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6271363,139.3415779,,,,,,,,,,,,,,,,,,,,
313641279,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273218,139.3414248,,,,,,,,,,,,,,,,,,,,
313641284,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273121,139.3413613,,,,,,,,,,,,,,,,,,,,
313641289,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6272830,139.3415423,,,,,,,,,,,,,,,,,,,,
313641292,true,3,60674512,2018-07-13T06:47:32Z,techstrom,39534,35.6273122,139.3414883,,,,,,,,,,,,,,,,,,,,
313641297,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6273673,139.3414247,,,,,,,,,,,,,,,,,,,,
313641302,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6273203,139.3414924,,,,,,,,,,,,,,,,,,,,
313641307,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6273536,139.3413401,,,,,,,,,,,,,,,,,,,,
313641312,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6273312,139.3414248,,,,,,,,,,,,,,,,,,,,
313641316,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6271876,139.3416014,,,,,,,,,,,,,,,,,,,,
313641320,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6273207,139.3413569,,,,,,,,,,,,,,,,,,,,
313641325,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6270860,139.3415501,,,,,,,,,,,,,,,,,,,,
313641330,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6271329,139.3415880,,,,,,,,,,,,,,,,,,,,
313641335,true,3,60674512,2018-07-13T06:47:33Z,techstrom,39534,35.6271191,139.3416292,,,,,,,,,,,,,,,,,,,,
